Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,Holiday,EnergyConsumption,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Hour,Month
27.34490228945882,33.68329828659663,1187.6137331373209,2,0,1,17.663953484228607,0,84.03868416047865,0,1,0,0,0,0,11,1
26.209435413222995,40.77160427979762,1038.6767198939715,1,0,0,14.779714452460691,0,77.67379217139589,1,0,0,0,0,0,12,1
26.210702266888138,42.084182961399954,1098.7993275437675,7,0,0,1.554091825506374,1,78.9122501589774,0,0,1,0,0,0,13,1
21.50172634196033,43.35331518509382,1546.5082455132003,9,0,0,20.75590320303998,1,64.04242487840129,0,0,0,0,1,0,14,1
25.38274545985014,51.90269994964382,1350.7565854072911,0,0,0,27.7480438663646,0,78.18728130362722,0,0,0,0,1,0,15,1
21.203472435117007,49.61036981078196,1529.6571154960998,7,0,1,17.187331454964607,0,63.39384819262403,0,0,0,0,1,0,16,1
21.530255220213963,42.01688338628461,1660.5352671428975,8,1,0,7.675986826636647,0,76.1061781008304,0,0,1,0,0,0,17,1
24.501785568140253,48.58331043267368,1631.6347139345492,9,0,0,24.696387867372568,1,60.14423797781192,1,0,0,0,0,0,18,1
24.29072347206709,36.98773403191924,1847.3956285621407,6,1,0,10.955154959932422,0,80.19264551142784,0,0,0,1,0,0,19,1
27.336620808382342,50.87667729455613,1143.1051769409855,7,1,1,27.622484462627945,1,86.22364506793032,0,0,0,0,0,1,20,1
20.735715500615072,48.506636238037885,1836.542651466284,4,0,1,9.295439071913757,0,53.26327834004948,0,0,0,0,0,0,21,1
22.787858297629416,43.9510486471958,1134.0026160549453,6,0,0,20.36258260903396,1,64.963183670906,1,0,0,0,0,0,22,1
21.652937745810068,56.13704538377151,1140.6015497610567,8,0,1,19.512862046045367,0,66.43892064888173,0,0,0,0,1,0,23,1
25.080881384605885,59.67153433028882,1897.7022242369349,8,0,0,14.391799747910376,0,75.91390632236421,0,0,0,0,0,0,0,1
25.792511525815144,33.892215875037266,1849.829581108728,7,1,0,25.875969475523284,1,84.1914674081221,0,0,0,0,0,1,1,1
26.38607928227496,43.295777618025824,1851.597741234608,5,1,0,17.471964829862657,1,75.25176382432235,0,0,1,0,0,0,2,1
22.140257043395216,49.42487793686675,1037.2068852025438,7,0,1,3.329907540458863,1,75.0144709786204,0,0,0,0,1,0,3,1
24.175776484229303,41.80015037049925,1198.62522424261,6,0,0,18.470624103976128,0,69.36574478049252,0,0,1,0,0,0,4,1
24.66814180599299,43.14091041789855,1310.8749121436545,0,0,1,22.936053481520812,1,78.04604233404717,0,1,0,0,0,0,5,1
20.8306921561722,52.19017625682678,1772.0857079256311,7,0,0,21.71119540606205,1,67.48478775030759,0,0,0,1,0,0,6,1
25.70272908051244,53.31665481703489,1050.3176022812484,8,1,0,26.817107779448893,0,78.25428789721424,0,0,1,0,0,0,7,1
22.28517562664769,40.65991340311216,1688.890826156082,4,1,1,19.455960671298747,0,74.84338094009375,0,0,0,0,1,0,8,1
20.357297197814656,52.95666984491464,1150.2851690246343,8,1,0,21.0683111197589,0,64.64191192860432,1,0,0,0,0,0,9,1
29.645292782200077,42.51360621060932,1417.5932587170862,7,1,1,7.756313432988929,0,89.08843429796624,0,0,0,0,0,0,10,1
20.746599465577813,39.363068123724446,1907.1675791196,0,1,1,11.895547620597808,0,73.15432864841176,1,0,0,0,0,0,11,1
27.304802408534588,48.59586683094426,1348.377743921042,7,0,1,2.0506823016824005,0,72.1170986136019,0,0,0,0,0,1,12,1
25.02629923610621,48.09543819655122,1711.6093599661583,7,1,1,0.0628265571446751,1,76.72156432900981,0,0,1,0,0,0,13,1
20.92610834786026,46.18534283672064,1619.5522508716913,7,0,1,16.788693093004923,1,65.97246106658439,0,1,0,0,0,0,14,1
25.239493543593387,43.07836640910352,1601.8132146884382,3,0,0,0.1949425875486288,1,61.53670969150112,0,0,0,1,0,0,15,1
24.342179614794837,47.40595643763173,1102.6056996132347,8,0,0,1.3163304862579015,1,77.38447783546265,0,0,0,0,0,0,16,1
25.480164067044672,55.32138505998299,1408.2789651901426,7,1,0,23.13402272938549,1,76.07661992033586,0,0,0,1,0,0,17,1
29.3500696830084,30.885380029218144,1045.036523776285,1,0,0,27.416817350951728,1,74.8678736943382,0,0,1,0,0,0,18,1
29.950503029569347,42.42525804881877,1679.773171668803,4,0,1,13.953181436568943,1,86.28935401350225,0,0,0,0,0,0,19,1
26.623180737805964,37.72919218018745,1361.2447810300714,6,0,0,27.20434275045516,0,83.87525695191415,0,0,1,0,0,0,20,1
23.54130272076084,34.5349059413692,1712.281768748431,8,0,0,29.27369740216594,1,83.45804939133072,0,0,0,0,0,1,21,1
24.391570140323367,53.03415959323223,1982.7838546992168,8,1,1,20.487670160811536,0,81.99682840223484,0,0,1,0,0,0,22,1
27.75515876532632,39.848106673676696,1355.3852202147957,8,1,0,6.843562851288679,1,86.64692164178189,0,0,0,0,0,1,23,1
26.286906188021035,40.70675768151472,1384.3252560857636,3,1,1,9.713536759245526,1,75.98238074965289,1,0,0,0,0,0,0,1
20.979909211456427,58.11562860796074,1179.4861922820678,9,0,0,8.577365909079408,0,70.71436235851863,0,0,0,0,0,0,1,1
26.515860600727823,58.65666760689435,1389.6982242952515,8,0,0,25.93440019060957,0,81.7455295095431,1,0,0,0,0,0,2,1
29.686160083513528,33.99960255410263,1419.4620608172213,5,1,1,11.944144266638828,1,85.18255250346287,0,0,1,0,0,0,3,1
22.36951967063015,54.38705918903003,1167.0982004816349,9,1,0,25.046346709338543,1,75.29040593436996,0,0,0,0,0,1,4,1
23.927237470201163,53.67575902279949,1193.2010252507732,9,1,1,6.517224119794784,0,85.18197378804605,0,0,0,1,0,0,5,1
20.826652146717024,39.19961425336057,1573.5114805655037,9,1,1,27.63778503586976,0,72.76703721222391,0,0,0,0,0,0,6,1
28.23550800460484,54.70047192364585,1419.6413134686445,5,0,1,21.38887253916912,0,81.81977544986103,1,0,0,0,0,0,7,1
22.89496303791875,54.115116406603335,1364.4710914438915,6,1,1,10.789183244331234,1,78.64588465860416,0,0,1,0,0,0,8,1
21.6399808241071,59.41123031214244,1258.09651534508,0,0,1,29.85772332971616,0,66.95161483968974,0,1,0,0,0,0,9,1
21.631350503011426,50.47608150964855,1888.7015821044,4,0,0,5.67298741622467,0,71.17906441062561,0,0,0,0,1,0,10,1
22.77963692771154,58.58018635300594,1226.3187266326547,1,0,0,25.21007390326529,0,63.861910204942966,1,0,0,0,0,0,11,1
20.070625228686637,54.008592805457226,1457.8643272330607,5,1,1,4.681821390806382,1,61.130942848363965,0,0,0,0,0,0,12,1
27.48755597657033,38.514506831605054,1130.0378302522874,2,0,1,8.811531070715622,1,79.72428614261031,0,0,0,0,1,0,13,1
28.53814894005697,49.96585219450951,1512.1380631149746,4,0,1,9.808761453648405,1,81.89398685671573,0,0,1,0,0,0,14,1
29.2570243244667,38.18426699137763,1293.9739795020191,1,0,1,21.16298503668752,0,85.36040306812063,0,1,0,0,0,0,15,1
23.02144911808179,47.87589415373565,1610.793389093792,8,1,0,28.05386821077091,1,77.77646909816677,0,0,0,0,0,1,16,1
24.741303614194493,38.02144715813855,1896.9408769455067,2,1,1,23.23288102375323,0,87.74800460069132,1,0,0,0,0,0,17,1
27.403154678696605,33.03160262596282,1237.3459923520145,5,0,0,14.199556858811023,1,72.3960115782119,0,0,1,0,0,0,18,1
26.506372227822904,56.16762904744485,1300.4430831373002,3,0,0,12.832198663444268,0,69.56901196476844,0,0,0,0,1,0,19,1
22.676177223684757,47.26094946562805,1038.2548224651764,6,0,0,20.96630382738889,1,73.2522162580531,0,0,0,0,1,0,20,1
23.89271280785603,49.395078840518686,1887.4370391731052,9,0,0,3.0707091217565265,1,75.81440197116459,0,0,0,0,1,0,21,1
29.052408789936464,39.08467957030161,1221.8467155573103,8,0,0,7.374000375157875,0,86.53486772687651,0,0,0,0,1,0,22,1
27.30842166642431,58.56743563116402,1239.6202801239697,8,0,1,22.210965173901517,1,81.19093782580337,1,0,0,0,0,0,23,1
20.76246135401603,30.50361681291639,1736.014902844016,4,1,0,8.830312238974479,0,76.93645309620132,0,0,0,0,0,1,0,1
22.06278270177169,57.56876666379654,1204.3719003385525,1,0,0,5.364319369730417,0,64.5953373760119,0,0,1,0,0,0,1,1
28.883183855816185,39.63866758953277,1600.051332782194,9,0,1,5.8711643019080615,0,81.1090189124048,0,1,0,0,0,0,2,1
24.12705094945204,47.96403459334165,1188.1040769652068,3,1,1,27.94493487517636,1,70.25774284987176,0,0,1,0,0,0,3,1
22.045109984787786,33.324257898503895,1735.080411205346,0,1,1,14.780811547512627,0,65.98142190071894,0,0,0,0,1,0,4,1
23.469313673719093,31.1850040594187,1842.9698334803172,4,1,1,4.066659492203416,1,76.19515389291618,0,0,0,1,0,0,5,1
24.121989217611294,36.22531924874789,1636.739575096052,1,0,0,11.777568179354464,1,72.16382017990225,0,0,0,1,0,0,6,1
27.55284508228243,34.53818230472783,1073.066165861618,3,0,0,17.600570713586695,0,74.11809532316923,1,0,0,0,0,0,7,1
21.33084051381747,36.94767020118629,1518.000607262546,2,1,0,9.506523032471629,0,73.92814359788368,0,1,0,0,0,0,8,1
28.54821118816656,34.65484006352291,1096.8574341241738,3,1,0,22.825421881860592,0,80.51166202577497,0,0,0,0,0,1,9,1
23.798081761570703,59.35728858868117,1138.3768161488222,2,0,1,24.216529182808586,0,68.56408772167514,0,0,0,0,0,0,10,1
24.76878004008374,46.22169249552975,1075.24160687709,4,0,1,17.881958206831754,0,71.4275936133967,0,0,0,0,0,0,11,1
21.301536970709083,52.101508633912886,1924.9997939403704,0,1,0,24.40168326322818,0,64.0769676381083,0,0,0,1,0,0,12,1
22.72197376460728,35.89964365502057,1229.5579899535535,1,0,1,7.759617922072195,0,57.48444204410177,0,0,0,0,1,0,13,1
29.458379717387388,56.40345028566804,1724.596154301106,9,0,0,1.3999899323588116,0,82.59776720138095,0,0,0,0,0,1,14,1
24.74355526681912,43.279525236359945,1252.710601519103,2,0,0,26.163305513971967,1,77.51805130415416,0,0,0,1,0,0,15,1
21.52426617309369,33.25524914434561,1381.696147726456,7,0,0,11.54903845770297,0,71.01713960978869,0,0,0,0,1,0,16,1
25.521470351732276,48.27578381746096,1300.7040976874428,0,0,0,10.146022908205572,1,64.69791035517181,0,1,0,0,0,0,17,1
26.20669205199192,46.43151994704209,1659.1480964987,9,1,0,10.593930470183643,0,76.30888108689255,1,0,0,0,0,0,18,1
28.49026590088053,44.50404118903296,1844.7772007556212,0,0,1,29.35010468425103,1,80.0038474890762,0,0,0,0,0,0,19,1
24.285688244951665,39.68855486724439,1194.8779926397324,3,0,0,23.38926667709245,1,72.10407562222572,0,0,0,0,0,0,20,1
29.580869515395115,45.41719161087126,1400.05846191636,6,1,0,28.04939870613846,1,93.78946764246312,0,0,0,1,0,0,21,1
21.95690400025256,45.7831224913396,1520.1424966650534,7,1,1,28.462480938915768,0,78.13896312348292,0,0,0,0,0,1,22,1
25.16589293988249,39.60412761994733,1520.136081504815,3,1,1,2.933334153619441,0,87.32448956439137,0,0,0,0,0,1,23,1
24.01594208770407,47.94053553498296,1568.2833403281447,3,0,0,14.99383660057842,1,74.17904403679803,0,0,1,0,0,0,0,1
22.788163745855844,34.07807563816202,1710.94924654669,0,0,1,17.946251136870536,0,69.91514117978062,0,0,0,1,0,0,1,1
26.040894955045736,47.538231978862726,1494.2672203558873,8,1,1,11.35995327760961,1,91.59435479545417,0,0,0,1,0,0,2,1
20.796724169393286,34.411356370926754,1294.459690635765,5,0,0,26.34952407916873,1,76.13895450681913,0,0,0,1,0,0,3,1
24.951479078272804,35.683034671331846,1607.748928093796,9,1,1,19.996572878842997,0,70.97691337938971,1,0,0,0,0,0,4,1
24.74071985508593,46.133899775987565,1528.481675896865,4,1,1,26.28441195838419,0,79.4339400188436,1,0,0,0,0,0,5,1
27.35805437126441,36.16290662042438,1054.1714429296296,3,0,1,27.755802895835703,0,77.65217034892018,0,0,0,0,1,0,6,1
22.93456303023421,34.016836004984576,1081.9823539263905,3,1,1,9.55963797370189,1,74.11609389205148,0,0,0,1,0,0,7,1
22.170888734920588,41.10062846608015,1336.849287109329,4,0,1,18.726304845005934,0,67.63764065291417,0,0,0,0,0,0,8,1
22.05580615441809,47.31027361626275,1314.007738288631,6,1,1,29.55972039273647,1,72.59022722499552,0,0,0,0,0,1,9,1
29.82050357558108,37.03244970007737,1657.764637267109,6,0,1,28.835620555354684,0,85.12072843207085,0,0,1,0,0,0,10,1
24.52923700528654,39.48944934390285,1587.9297676463725,0,1,0,15.923690864342898,0,76.92758507734762,0,0,0,0,0,1,11,1
29.58684969243783,53.87531481251021,1604.5142154813898,1,1,0,25.67681807111177,1,82.96293306052968,0,0,0,0,0,0,12,1
28.961065597258337,43.88354637574899,1686.8397802470236,0,1,1,6.322472386123138,1,77.22008603312915,0,0,0,0,0,0,13,1
24.409070367689715,43.31585056823559,1311.4164767091163,3,0,0,20.391466373552067,0,71.13106167742689,0,0,1,0,0,0,14,1
24.09961989407236,45.08272117889668,1748.2362667815878,2,0,1,27.23745792411095,0,69.27222198435854,0,1,0,0,0,0,15,1
26.609641720351465,59.72756652655453,1796.4192861405195,7,0,1,13.965052720209618,0,82.23684827593902,0,0,1,0,0,0,16,1
29.33981338353756,46.06150305882551,1774.894356386773,5,1,0,15.410563182571796,1,83.33161598574218,0,1,0,0,0,0,17,1
28.045369751086035,39.32440919441908,1120.3265035392749,3,1,0,21.23633845733195,1,95.0709621683288,0,0,0,1,0,0,18,1
24.74475302503648,30.16745157755969,1866.0889864799235,0,1,1,8.620037739243363,0,79.80025010450828,0,0,0,0,0,1,19,1
24.939436141326404,40.48957381280836,1536.626802627764,4,1,0,11.4861751413587,0,78.73050081593509,0,0,0,0,1,0,20,1
22.553950124150788,41.04818250308767,1317.1613295680822,1,1,1,15.189540736366672,1,85.42767734648194,1,0,0,0,0,0,21,1
26.07494158212376,35.517320879415294,1531.8853160440765,6,0,1,6.3192005989780125,0,84.03168982758035,0,0,0,1,0,0,22,1
20.632690730111605,50.95243488485451,1004.4065498330264,5,1,1,26.35900959005416,0,72.89058361910637,0,0,0,0,1,0,23,1
25.71473453511247,42.29866536535226,1999.204208464013,1,1,1,29.565863391343647,0,75.6149818889058,0,1,0,0,0,0,0,1
20.91479245484502,31.71009383031899,1486.7808684517167,5,0,1,4.306860347577192,0,71.7896472154404,0,0,0,0,0,0,1,1
25.20534149358047,48.64990087503028,1533.2081723832955,3,0,0,4.054742652650206,0,63.00815765839373,0,0,0,0,0,1,2,1
25.976524064860275,38.48415291778864,1595.4276931480083,4,1,1,16.2052043443528,0,94.55062457295648,0,0,0,0,1,0,3,1
27.72641369132929,53.33917901612849,1751.7226232599996,2,1,0,21.64735838249789,1,83.5768305363592,0,0,0,0,0,1,4,1
25.25112028155413,33.634974769812565,1822.8779327096152,4,1,1,4.462679924559346,1,84.69317340818874,1,0,0,0,0,0,5,1
26.39275137551011,52.9465256954574,1387.1175740254912,2,0,0,4.670368819612766,0,78.58613842129708,0,0,1,0,0,0,6,1
25.403668920903502,38.21610476774064,1739.9318744254724,2,1,0,29.118920042199758,0,75.64668454750125,0,0,0,0,1,0,7,1
22.65582435237804,54.16381828595459,1086.4759569750108,7,0,1,8.77976319994638,1,73.2068674222959,0,0,0,0,0,1,8,1
23.10978491736091,53.8319018791167,1483.8715001969092,1,1,0,28.162491048784744,0,74.33393532360886,0,0,0,0,1,0,9,1
24.43071127958496,37.29842102013082,1423.2985933354885,9,1,1,19.145163006646165,1,81.30053662729328,1,0,0,0,0,0,10,1
23.768468456818773,49.08568112892719,1312.446456611222,7,1,0,16.753370198956954,0,78.22920748795471,0,0,0,1,0,0,11,1
25.673183798344112,55.43730017771927,1353.5196976926484,0,0,0,14.255247441241766,0,75.41031586036098,0,1,0,0,0,0,12,1
24.12875170299725,56.93177700607938,1666.7137127092624,3,1,1,24.83746926974548,0,71.18623045897634,0,0,1,0,0,0,13,1
29.53401925351112,35.29794526902682,1949.3384776642547,2,0,1,9.666940422574488,1,92.8609254933263,0,0,0,0,1,0,14,1
25.96679015594368,38.733821285228224,1616.5585118018594,7,1,1,27.38824466728665,0,82.10276684430163,0,0,0,1,0,0,15,1
24.74086027042263,45.39176155603927,1685.6746590412488,4,1,1,16.573861066473718,1,78.28652837883581,0,0,0,0,0,0,16,1
29.954995385290918,55.09653944204392,1107.2029804321808,5,0,0,26.99403988634975,0,86.08746919457022,0,0,0,0,0,0,17,1
22.25393776775444,39.75479364053831,1899.08752553056,7,1,0,26.92693129299685,1,74.57680497677092,0,1,0,0,0,0,18,1
24.54321847580241,31.32913857960157,1556.6591447905705,9,1,1,9.653999290542265,1,90.53846528743108,0,0,0,1,0,0,19,1
24.341976608271324,43.53846921199087,1332.2874186119748,3,1,0,24.952276053985926,1,76.76832119015009,0,0,1,0,0,0,20,1
27.605576132408025,58.522580321681176,1573.324025870755,8,0,1,10.052394317103076,0,86.41515216046992,1,0,0,0,0,0,21,1
25.71536181264341,57.644341784000936,1623.7826773041693,5,1,1,26.939577391668514,0,76.19438265142527,1,0,0,0,0,0,22,1
26.88056181693612,51.62348564090799,1118.1674861956114,4,0,1,16.40120436925499,0,76.9339196411834,0,0,0,0,1,0,23,1
24.119764413264544,41.2256141576802,1291.1083800681697,0,0,1,1.887773804376244,1,71.05504380693068,0,0,0,1,0,0,0,1
22.17423028089874,37.664926653084585,1566.1811448102976,9,0,1,15.488634141415256,1,77.39615132557863,0,0,0,0,0,0,1,1
21.468667460901354,34.52321016487253,1666.9390640478302,8,0,1,28.99059534152058,0,70.65426607453617,0,0,1,0,0,0,2,1
22.547048748379524,46.11825116613712,1722.155626137732,3,1,0,17.526641790456683,0,67.80754950018792,0,0,0,0,0,1,3,1
23.95915995688079,31.208977419142425,1730.5310895304603,2,1,1,2.142625933583735,1,72.0717496237688,0,0,0,0,1,0,4,1
20.684440013800035,38.48799934378332,1284.5311450403722,0,1,0,13.510404676859723,1,59.60890188505656,0,0,0,1,0,0,5,1
28.000336390112764,57.80399002713988,1291.7759539679073,7,1,1,5.304088924379312,1,90.01159284299351,0,0,0,1,0,0,6,1
20.68728253080148,34.002304053585355,1801.9601834503444,6,1,0,2.4631038271878825,0,73.37704700964338,0,0,0,0,0,0,7,1
20.3729554435034,49.62542404756125,1426.729099685438,4,0,0,6.6778006021143375,1,70.97874709212677,0,1,0,0,0,0,8,1
21.992942809454743,46.86319508507337,1559.1884565676196,3,1,1,14.646472740867877,0,74.3795743154023,0,0,0,0,0,0,9,1
22.222802352583667,50.01013663255847,1314.5127603969,7,0,1,0.6575869823376901,0,67.64237008316105,0,0,0,1,0,0,10,1
22.646559515360728,31.241662765634143,1365.621979533984,0,0,1,22.636324752620208,1,71.53539589665067,0,0,0,0,0,0,11,1
20.14509495003621,54.14669940289325,1021.604251765224,6,0,0,20.02054349274434,1,65.28898283111768,0,0,0,1,0,0,12,1
23.852435159678947,34.38852564842371,1829.1570542530017,1,0,1,1.066889835272945,0,72.43112712908069,0,0,0,0,0,0,13,1
26.82715303111651,52.87742397945871,1262.6298727324445,3,0,0,24.092048894174027,0,75.68903567876515,0,0,0,0,1,0,14,1
20.98349283293633,54.436805662529,1360.452426406476,0,1,0,20.944537235057737,0,71.77872060518372,0,0,0,1,0,0,15,1
26.94394100605918,31.95760009430581,1846.2665671519612,0,1,1,0.0684567428635662,0,80.04392593841625,0,1,0,0,0,0,16,1
20.918701288551315,35.61912354876615,1541.747142132121,8,0,1,1.5465923690176877,1,75.3694376988319,0,0,0,0,0,0,17,1
28.79848358113788,37.71604786793632,1091.8352610376628,7,1,1,0.2983334028802709,1,86.55059850127053,0,0,0,0,0,1,18,1
